2017/04/14 10:25:34 [notice] 127896#126068: signal process started
2017/04/14 10:25:54 [notice] 110532#126228: signal process started
2017/04/14 10:27:20 [notice] 125852#126952: signal process started
2017/04/14 11:25:50 [error] 127784#126832: *11 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:25:51 [error] 127784#126832: *11 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:25:51 [error] 127784#126832: *11 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:25:52 [error] 127784#126832: *11 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:50:24 [notice] 130532#132076: signal process started
2017/04/14 11:51:42 [error] 130544#131108: *13 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:51:50 [notice] 131728#130840: signal process started
2017/04/14 11:51:51 [error] 130544#131108: *14 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:54:32 [error] 130400#124536: *7 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2017/04/14 11:54:43 [notice] 131596#131608: signal process started
2017/04/14 11:55:10 [error] 130308#128876: *15 directory index of "G:/source/html/mobile/dist/" is forbidden, client: 127.0.0.1, server: 127.0.0.1, request: "GET / HTTP/1.1", host: "localhost"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_08/e58431bf92983f1d3e9779096b59e55a.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_08/e58431bf92983f1d3e9779096b59e55a.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_11_01/1fc4275d90406c79e66a4792213ff69f.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_11_01/1fc4275d90406c79e66a4792213ff69f.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_02/9d529bb52b3fc564921ff9a2a60563c3.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_02/9d529bb52b3fc564921ff9a2a60563c3.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_22/2b68f9c34ba592ad8055fba47d1d95c7.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_22/2b68f9c34ba592ad8055fba47d1d95c7.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_17/5973ec6fdad951ac69e24ab7a8575b75.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_17/5973ec6fdad951ac69e24ab7a8575b75.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_14/c94c86dab186c2ad72984d266fd2f133.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_14/c94c86dab186c2ad72984d266fd2f133.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_27/25dc6a8975d9cc823869323c4b8a7db3.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_27/25dc6a8975d9cc823869323c4b8a7db3.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_23/39faff5ceb0a5f738add47a987b3ee74.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_23/39faff5ceb0a5f738add47a987b3ee74.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_20/380f0b4e76ab73c46545a486e0a9032e.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_20/380f0b4e76ab73c46545a486e0a9032e.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_14/b7515f30645b297779e93a275d021f36.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_14/b7515f30645b297779e93a275d021f36.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_01/f8f12b4c22f393d6c6107b6bfb607d29.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_01/f8f12b4c22f393d6c6107b6bfb607d29.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_11_21/571e5c6ac954032a354a2ebbcd19bc1f.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_11_21/571e5c6ac954032a354a2ebbcd19bc1f.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_12/6497785f9b7dae4d6bbf9bd526c69e51.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_12/6497785f9b7dae4d6bbf9bd526c69e51.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_09/a1e5da662115f0b3e7c7a939e4103d50.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_09/a1e5da662115f0b3e7c7a939e4103d50.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_09_04/0d8a9aef3e189135ffd5a7a33cc7fba0.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_09_04/0d8a9aef3e189135ffd5a7a33cc7fba0.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/pc/upload/2018_01_22/17a334e5ebd2949d84685efb4fd4aa18.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /pc/upload/2018_01_22/17a334e5ebd2949d84685efb4fd4aa18.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_11/077007862653a8c59b5d398aff26c120.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_11/077007862653a8c59b5d398aff26c120.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_21/4a8984f83c018c23447abb9051effb80.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_21/4a8984f83c018c23447abb9051effb80.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_27/2f5cc5a5a64a7da57f1f955f88db1f2c.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_27/2f5cc5a5a64a7da57f1f955f88db1f2c.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_11_07/c1ac9d881711d8e22ad248cd25b37d0d.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_11_07/c1ac9d881711d8e22ad248cd25b37d0d.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_09_17/8701722852c58e59664d3da37a0cef93.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_09_17/8701722852c58e59664d3da37a0cef93.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_01/454eb92473af442b0b503dece2746d9f.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_01/454eb92473af442b0b503dece2746d9f.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_14/f3249592f93bc5a8e1cb4fcbf45e95ec.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_14/f3249592f93bc5a8e1cb4fcbf45e95ec.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_10/d7acb6a98825f68be333e147bb95fed9.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_10/d7acb6a98825f68be333e147bb95fed9.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_08/00f7bfc5f677c43d2924a7f757ee6e8c.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_08/00f7bfc5f677c43d2924a7f757ee6e8c.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_06/879d974480a0b81b6d57f98ff06a0d49.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_06/879d974480a0b81b6d57f98ff06a0d49.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_15/5d8c445b20bbaa9ef16dbb9f3ba34ecd.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_15/5d8c445b20bbaa9ef16dbb9f3ba34ecd.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_20/9e2af703d8c65d013a21de3d8e43c6d3.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_20/9e2af703d8c65d013a21de3d8e43c6d3.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_17/9ce9eccdfaca573cfdf52cf7814e7901.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_17/9ce9eccdfaca573cfdf52cf7814e7901.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_31/1ea1046b17b5ec46b5ac86a9e9c74689.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_31/1ea1046b17b5ec46b5ac86a9e9c74689.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_14/255fc63f625f51307e021768501ce56f.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_14/255fc63f625f51307e021768501ce56f.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_06/6c2186a8df3597cafc03290584155034.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_06/6c2186a8df3597cafc03290584155034.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_23/31a44747495cffc962cfab671326dbd8.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_23/31a44747495cffc962cfab671326dbd8.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_22/09529c5b54fa49d665be31429a92c793.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_22/09529c5b54fa49d665be31429a92c793.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_15/61149325c459eacdd89c2f12bda940f2.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_15/61149325c459eacdd89c2f12bda940f2.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_07/965674224cf7e7e1960a03239b998eb6.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_07/965674224cf7e7e1960a03239b998eb6.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_15/711f91daaca075c8e447914fc42a4391.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_15/711f91daaca075c8e447914fc42a4391.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_09_15/2c2d7dfe2c8e1475476bba19806fe124.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_09_15/2c2d7dfe2c8e1475476bba19806fe124.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:06 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_21/c1e0ebe25c697989c110f6477d63eef2.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_21/c1e0ebe25c697989c110f6477d63eef2.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_11_25/b4e7d1be78174a6ca41944cc7293d082.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_11_25/b4e7d1be78174a6ca41944cc7293d082.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_08/9cfebed285f7d2d127c33b40e063c056.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_08/9cfebed285f7d2d127c33b40e063c056.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_09_20/07971038837cc705e0cb6fec2875f231.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_09_20/07971038837cc705e0cb6fec2875f231.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_09/c96e076c451fbf810d168af3ce6ecaeb.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_09/c96e076c451fbf810d168af3ce6ecaeb.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_14/0e18d66f999183b5ce07d45ee0e2190d.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_14/0e18d66f999183b5ce07d45ee0e2190d.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_11/fcb34d27b1b73b03c0bc63d1eebef22d.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_11/fcb34d27b1b73b03c0bc63d1eebef22d.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_15/065f166c66ea9ac65251edc95e7bfa3d.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_15/065f166c66ea9ac65251edc95e7bfa3d.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_12_24/f000971e11c5ec128a4d90e4f154e872.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_12_24/f000971e11c5ec128a4d90e4f154e872.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_09_15/7ef20f0c2775cee705c1f15d91b1202b.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_09_15/7ef20f0c2775cee705c1f15d91b1202b.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *33 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_10/59e224ede02b4330c9c285c35457d55a.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_10/59e224ede02b4330c9c285c35457d55a.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_15/a4912fe0e19eca94acc2238da9177df0.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_15/a4912fe0e19eca94acc2238da9177df0.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_08/cc43526f60eaa85d949cb7cefa9c8605.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_08/cc43526f60eaa85d949cb7cefa9c8605.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_21/57d8605105f81d0b75467cfbc7f7c1b7.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_21/57d8605105f81d0b75467cfbc7f7c1b7.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_15/0e0d1a9194ff49d4168abc8c5efbab22.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_15/0e0d1a9194ff49d4168abc8c5efbab22.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_16/b03529a3268ad78c9595d7bef6cf73f5.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_16/b03529a3268ad78c9595d7bef6cf73f5.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_15/f5e761df80f62edee3b14f4e9fb1d4da.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_15/f5e761df80f62edee3b14f4e9fb1d4da.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *39 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_10_21/15074b0780e14393d5e3bac2a60cba6a.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_10_21/15074b0780e14393d5e3bac2a60cba6a.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_14/49b0be8d70d0aa28ebc939a03e8bc931.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_14/49b0be8d70d0aa28ebc939a03e8bc931.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *40 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_07/76216296afb104b8067041c01990e964.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_07/76216296afb104b8067041c01990e964.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *34 CreateFile() "G:/source/static_guojiang_tv/app/upload/2017_08_22/4939e1b05a75f1c11be954fc670890a6.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2017_08_22/4939e1b05a75f1c11be954fc670890a6.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *31 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_12/1bf1caa383d64d8826b93b59c6359b7e.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_12/1bf1caa383d64d8826b93b59c6359b7e.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
2018/01/22 15:50:07 [error] 95644#87520: *32 CreateFile() "G:/source/static_guojiang_tv/app/upload/2018_01_22/e5e34570e5b6929e7e70818cd652b8c4.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: static.guojiang.tv, request: "GET /app/upload/2018_01_22/e5e34570e5b6929e7e70818cd652b8c4.jpg HTTP/1.1", host: "static.guojiang.tv", referrer: "http://www.kuaishouvideo.com/"
